,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency
757,public,24 hours daily,,,2021-06-22,,ELEC,Public,175581,,,E,MERCEDES BENZ NC DELIVERY,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.059269,-123.078906,Eugene,,,OR,2200 Martin Luther King Jr Blvd,97401,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL3517541'], 'posts': ['5292501']}",
758,public,24 hours daily,,,2021-06-22,,ELEC,Public,175582,,,E,MERCEDES BENZ CUSTOMER FACING,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.059012,-123.078867,Eugene,,,OR,2200 Martin Luther King Jr Blvd,97401,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL3516751'], 'posts': ['5290921', '5290931']}",
759,public,24 hours daily,,,2021-06-22,,ELEC,Public,175583,,,E,HILLSBORO OR ITF #1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.52033,-122.97782,Hillsboro,,,OR,299 SE 8th Ave,97123,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL3444181'], 'posts': ['9111491', '9111501']}",
760,public,24 hours daily,,,2021-06-22,,ELEC,Public,175636,,,E,PACIFIC POWER OTIS L2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.019046,-123.948991,Otis,,,OR,1264 Salmon River Hwy Hwy 18,97368,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2894671'], 'posts': ['4054301', '4054311']}",
761,public,24 hours daily,,,2021-06-22,,ELEC,Public,175637,,,E,PACIFIC POWER OTIS DCFC #4,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.019094,-123.948863,Otis,,,OR,1264 Salmon River Hwy,97368,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2893971'], 'posts': ['4052921']}",
762,public,24 hours daily,,,2021-06-22,,ELEC,Public,175638,,,E,PACIFIC POWER OTIS DCFC #1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.019088,-123.948884,Otis,,,OR,1264 Salmon River Hwy,97368,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2893631'], 'posts': ['4052251']}",
763,public,24 hours daily,,,2021-06-22,,ELEC,Public,181176,,,E,PACIFIC POWER K-FALLS DCFC 4,888-758-4389,2021-06-22T00:42:47Z,,GPS,42.225017,-121.78327,Klamath Falls,,,OR,Pine St N 6th Street,97601,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5432021'], 'posts': ['9036531']}",
764,public,24 hours daily,,,2021-06-22,,ELEC,Public,181177,,,E,PACIFIC POWER K-FALLS DCFC 3,888-758-4389,2021-06-22T00:42:47Z,,GPS,42.224987,-121.783267,Klamath Falls,,,OR,Pine St N 6th St,97601,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5432011'], 'posts': ['9036521']}",
765,public,24 hours daily,,,2021-06-22,,ELEC,Public,181178,,,E,PACIFIC POWER K-FALLS DCFC 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,42.225011,-121.783291,Klamath Falls,,,OR,Pine St N 6th St,97601,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5431961'], 'posts': ['9036471']}",
766,public,24 hours daily,,,2021-06-22,,ELEC,Public,181536,,,E,HILLSBORO OR LINCOLN #2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.524727,-122.98826,Hillsboro,,,OR,257 NE 2nd Ave,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5419461'], 'posts': ['9020841', '9020851']}",
767,public,24 hours daily,,,2021-06-22,,ELEC,Public,181958,,,E,OMIC STATION 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.766024,-122.865289,Scappoose,,,OR,32970 W Lane Rd,97056,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5525711'], 'posts': ['9154361']}",
768,public,24 hours daily,,,2021-06-22,,ELEC,Public,181969,,,E,SKIPANON STATION 01,888-758-4389,2021-06-22T00:42:47Z,,GPS,46.166632,-123.923633,Warrenton,,,OR,79NE Skipanon Dr,97146,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5563951'], 'posts': ['9203371', '9203381']}",
769,public,24 hours daily,,,2021-06-22,,ELEC,Public,182150,,,E,HILLSBORO OR HIDDEN CREEK 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.524129,-122.931799,Hillsboro,,,OR,5100 NE Hidden Creek Drive,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5489181'], 'posts': ['9107361', '9107371']}",
770,public,24 hours daily,,,2021-06-22,,ELEC,Public,182292,,,E,SANTACLARA 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.101846,-123.129826,Eugene,,,OR,2585 River Rd,97404,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5609101'], 'posts': ['9260861']}",
771,public,24 hours daily,,,2021-06-22,,ELEC,Public,182397,,,E,TEKTRONIX EV1 B19 EV STATION,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.500121,-122.818497,Beaverton,,,OR,13775-13883 SW Karl Braun Dr,97005,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL114625'], 'posts': ['2278591', '2278601']}",
772,public,24 hours daily,,,2021-06-22,,ELEC,Public,182467,,,E,MONTGOMERY PARK EAST,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.538248,-122.707833,Portland,,,OR,2349 NW 27th Ave,97210,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157975'], 'posts': ['211147', '211149']}",
773,public,24 hours daily,,,2021-06-22,,ELEC,Public,182471,,,E,MONTGOMERY PARK WEST,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.538226,-122.707704,Portland,,,OR,2349 NW 27th Ave,97210,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL158527'], 'posts': ['212063', '212065']}",
774,public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2021-06-22,,ELEC,Public,182480,,,E,WILSONVILLE STATION 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.322427,-122.76555,Wilsonville,,,OR,27300 SW Parkway Ave,97070,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL159985'], 'posts': ['9166441', '9166451']}",
775,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2021-06-22,,ELEC,Public,182492,,,E,LOPW STATION 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.39856,-122.733779,Lake Oswego,,,OR,17607 Pilkington Rd,97035,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL174325'], 'posts': ['233911', '233913']}",
776,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2021-06-22,,ELEC,Public,182525,,,E,LOPW STATION 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.398409,-122.733779,Lake Oswego,,,OR,17607 Pilkington Rd,97035,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL181141'], 'posts': ['243901', '243903']}",
777,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182854,,,E,KOHLS CLACKAMAS 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.431873,-122.57348,Clackamas,,,OR,8500 SE Sunnyside Rd,97015,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL696641'], 'posts': ['12579561']}",
778,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182855,,,E,KOHLS CLACKAMAS 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.431944,-122.573458,Clackamas,,,OR,8500 SE Sunnyside Rd,97015,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL696661'], 'posts': ['927761']}",
779,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182865,,,E,KOHLS BEAVERTON 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.492129,-122.789997,Beaverton,,,OR,11015 SW Canyon Rd,97005,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL697281'], 'posts': ['928571']}",
780,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182867,,,E,KOHLS BEAVERTON 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.492611,-122.789595,Beaverton,,,OR,11055 SW Canyon Rd,97005,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL697311'], 'posts': ['928601']}",
781,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182881,,,E,KOHLS HILLSBORO 3,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.53592,-122.901371,Hillsboro,,,OR,7360 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698651'], 'posts': ['930291']}",
782,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182883,,,E,KOHLS HILLSBORO 4,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.535831,-122.901862,Hillsboro,,,OR,7350 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698731'], 'posts': ['930381']}",
783,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182884,,,E,KOHLS HILLSBORO 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.536169,-122.901447,Hillsboro,,,OR,7360 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698741'], 'posts': ['930391']}",
784,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-22,,ELEC,Public,182885,,,E,KOHLS HILLSBORO 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.536115,-122.901442,Hillsboro,,,OR,7360 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698751'], 'posts': ['930401']}",
785,public,24 hours daily,,,2021-06-22,,ELEC,Public,183036,,,E,ROSE RESIDENTIAL 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.50459,-122.579361,Portland,,,OR,8114 SE Division St,97206,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1778981'], 'posts': ['2083661']}",
786,public,24 hours daily,,,2021-06-22,,ELEC,Public,183037,,,E,ROSE APANO 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.50471,-122.579522,Portland,,,OR,8114 SE Division St,97206,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1779151'], 'posts': ['2083911']}",
787,public,24 hours daily,,,2021-06-22,,ELEC,Public,183044,,,E,ACKERLYSH STATION 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.36721,-122.85102,Sherwood,,,OR,16852 SW Edy Rd,97140,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1779721'], 'posts': ['2084571', '2084581']}",
788,public,24 hours daily,,,2021-06-22,,ELEC,Public,183058,,,E,ACKERLYSH STATION 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.36717,-122.85105,Sherwood,,,OR,16852 SW Edy Rd,97140,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1793961'], 'posts': ['2103051', '2103061']}",
789,public,24 hours daily,,,2021-06-22,,ELEC,Public,183151,,,E,CENTURY PICEA,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.564642,-122.90935,Hillsboro,,,OR,6220 NE Century Blvd,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1896051'], 'posts': ['2236421', '2236431']}",
790,public,24 hours daily,,,2021-06-22,,ELEC,Public,183152,,,E,CENTURY SEQUOIADENDRON,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.564537,-122.909538,Hillsboro,,,OR,6220 NE Century Blvd,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1896061'], 'posts': ['2236441', '2236451']}",
791,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-22,,ELEC,Public,183445,,,E,TARGET CORP SALEM 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.938938,-122.987899,Salem,,,OR,3760 Center St NE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5505251'], 'posts': ['9128171', '9128181']}",
792,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-22,,ELEC,Public,183446,,,E,TARGET CORP SALEM 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.938941,-122.987901,Salem,,,OR,3760 Center St NE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5505261'], 'posts': ['9128191', '9128201']}",
793,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-22,,ELEC,Public,183447,,,E,TARGET CORP MEDFORD 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,42.347923,-122.87904,Medford,,,OR,2000 Crater Lake Hwy,97504,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5508471'], 'posts': ['9132141', '9132151']}",
794,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-22,,ELEC,Public,183448,,,E,TARGET CORP MEDFORD 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,42.347913,-122.879049,Medford,,,OR,2000 Crater Lake Hwy,97504,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5508481'], 'posts': ['9132161', '9132171']}",
795,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-22,,ELEC,Public,183449,,,E,TARGET CORP TANASBOURNE 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.538763,-122.866192,Beaverton,,,OR,2711 NE Town Center Dr,97006,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5512271'], 'posts': ['9137151', '9137161']}",
796,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-22,,ELEC,Public,183450,,,E,TARGET CORP TANASBOURNE 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,45.538778,-122.866186,Beaverton,,,OR,2711 NE Town Center Dr,97006,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5512291'], 'posts': ['9137181', '9137191']}",
797,public,MON: 10:00am-5:00pm | TUE: 10:00am-5:00pm | WED: 10:00am-5:00pm | THU: 10:00am-5:00pm | FRI: 10:00am-5:00pm | SAT: 10:00am-5:00pm | SUN: 10:00am-5:00pm,,,2021-06-21,,ELEC,Public,183485,,,E,Wines of Oregon,888-998-2546,2021-06-21T22:55:12Z,,GPS,45.760152,-123.300903,Timber,,,OR,60675 NW Sunset Hwy,97144,US,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['54421'], 'posts': ['50745']}",
798,public,24 hours daily,,,2021-06-22,,ELEC,Public,183531,,,E,LANE COUNTY LC PW (DUAL),888-758-4389,2021-06-22T00:42:47Z,,GPS,44.09816,-123.09509,Eugene,,,OR,3050 N Delta Hwy,97408,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5557941'], 'posts': ['9196011', '9196021']}",
799,public,24 hours daily,,,2021-06-22,,ELEC,Public,183537,,,E,LANE COUNTY LC FLEET (EAST),888-758-4389,2021-06-22T00:42:47Z,,GPS,44.09827,-123.0958,Eugene,,,OR,3040 N Delta Hwy,97408,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599141'], 'posts': ['9248441', '9248451']}",
800,public,24 hours daily,,,2021-06-22,,ELEC,Public,183538,,,E,LANE COUNTY LC FLEET (WEST),888-758-4389,2021-06-22T00:42:47Z,,GPS,44.09829,-123.09584,Eugene,,,OR,3040 N Delta Hwy,97408,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599161'], 'posts': ['9248471', '9248481']}",
801,public,24 hours daily,,,2021-06-22,,ELEC,Public,183539,,,E,LANE COUNTY LC PW (SINGLE),888-758-4389,2021-06-22T00:42:47Z,,GPS,44.09817,-123.09514,Eugene,,,OR,3050 N Delta Hwy,97408,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5599371'], 'posts': ['9248721']}",
802,public,24 hours daily,,,2021-06-22,,ELEC,Public,183554,,,E,"Target T0344 - Beaverton, OR",833-632-2778,2021-06-22T01:29:35Z,,GPS,45.486915,-122.788603,Beaverton,,,OR,10775 SW Beaverton Hillsdale Hwy.,97005,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['359'], 'posts': ['200120-01', '200120-02', '200120-03', '200120-50']}",
803,private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-21,,ELEC,Private,183613,,,E,Escena Apartments,888-998-2546,2021-06-21T22:55:12Z,,GPS,44.091444,-121.286057,Bend,"Tenants Only
",,OR,20760 Empire Avenue,97701,US,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Privé,,"{'station': ['410562'], 'posts': ['36279', '36430', '36446']}",
804,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-21,,ELEC,Public,183627,,,E,Castlegate Apartment Homes,888-998-2546,2021-06-21T22:55:12Z,,GPS,45.544892,-122.512323,Portland,,,OR,3001 NE 148th Avenue,97230,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['436063'], 'posts': ['36438', '52021']}",
805,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-21,,ELEC,Public,183633,,,E,Forest Grove - Auditorium Parking,888-998-2546,2021-06-21T22:55:12Z,,GPS,45.518818,-123.110907,Forest Grove,,,OR,1919 Council Street,97116,US,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['63891'], 'posts': ['22590']}",
806,public,24 hours daily,,,2021-06-22,,ELEC,Public,183648,,,E,PACIFIC POWER MILLCITY DCFC 3,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.755492,-122.476216,Mill City,,,OR,143 NE Wall St,97360,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5347791'], 'posts': ['8928481']}",
807,public,24 hours daily,,,2021-06-22,,ELEC,Public,183650,,,E,UO-EMU MILLRACE 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.048782,-123.06899,Eugene,,,OR,1600 Millrace Dr,97403,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5576911'], 'posts': ['9219351', '9219361']}",
808,public,24 hours daily,,,2021-06-22,,ELEC,Public,183651,,,E,UO-EMU MILLRACE 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.048763,-123.06908,Eugene,,,OR,1600 Millrace Dr,97403,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5577091'], 'posts': ['9219621', '9219631']}",
